data,score,rating,bug_report,feature_request,user_experience
À chaque fois qu'il y a une mise à jour c'est moins bien! Maintenant je ne peux plus mettre le chronomètre en décroissant et moi je tiens à ça alors je vais désinstaller! Bon je fais mon mea culpa c'est moi qui n'y arrivais pas. Je ne désinstalle pas... 😁😏😇😎,3,1,0,1,0
Pas précis. Il compte 20% en plus pour la distance.,2,0,1,0,0
Ça marche pas,4,0,1,0,0
"Super, c'est cool.",5,1,0,0,0
libre de pas,5,0,0,0,1
moi moi l,5,1,0,0,0
Peu de possibilité. Pas mal de problemes dans l application. Impossible d avoir un vrai suivi pour chaque activité.,1,0,1,0,0
J'adore cette Application tout y est géniale et surtout compatible avec d'autres applications. Je la recommande sans hésitation !!,5,1,0,0,1
j'aime bien ce systeme si meme si sa reste pas tro preci dans les pas et sa me motive un peu plus dan le spor mer ci leqipe,4,1,0,0,1
Nouvelle version nulle. Ou est la gestion du poids ?,1,1,0,1,0
"Super application ! Le seul bémol, je parle moi... Il est dommage que l'on ne puisse l'adapter aux personnes à mobilité réduite (j'ai une spondylartrite ankylosante et se serait très sympa que l'on pense à ajouter des exercices adaptés ! Merci d'avance. Une petite idée pour les développeurs ?",4,1,0,1,0
"Si l'appli se ferme au lancement, il faut la réinstaller... Et ça se reproduit en activant la synchronisation des données de santé avec Samsung. Obligé de desintaller l'appli pour reset le paramètre... Quand parfois je peux ouvrir l'appli, elle se ferme quand j'ouvre ""sommeil"". Samsung, êtes vous conscient de ces problèmes ? Prévoyez vous de fixer cela rapidement ?",1,0,1,0,0
Génial,4,1,0,0,0
Comme d'habitude c'était mieux avant ! Je désinstalle.,1,1,0,1,0
J'adore le défi avec les autres,5,1,0,0,0
Permet un très bon suivi. J'adore !,5,1,0,0,1
Cette application permet d'aller au delà des limites !!!,5,0,0,0,1
Tres sympa :) on en fait des kilomètres avec haha,5,1,0,0,1
"Depuis la mise à jour récente, l'application ne se connecte plus à mon compte Samsung et impossible de calculer mes pas, très déçue !!! Appli inutilisable !!!",1,0,1,0,0
"A force de supprimer les fonctionnalités cette application ne sert plus à rien ! De plus, le marché de dupe des soit-disant synchro avec les montres et les évolutions promises lors de leurs sorties fleurent bon la tromperie. Je suis un Samsung fan déçu, ...très déçu.",1,1,0,1,0
M aide à prendre conscience de ce que je fais,4,0,0,0,1
Je ne peut plus ajouter de repas supplémentaires,1,0,1,0,0
"Bonjour, J'ai changè de GSM ce week end. La version de l'App. sur le Samsung S7 me convenait parfaitement. Depuis que j'ai le S8...non... Hier mes pas n'ont pas été comptabilisés alors que j'ai beaucoup marché.... Ce matin app. bloquée 🤨🤔",1,0,1,0,1
Très bonne application,4,1,0,0,0
tro bien,5,1,0,0,0
Wow,5,1,0,0,0
tres utiles,5,1,0,0,0
motivant,5,1,0,0,0
Une application au top,5,1,0,0,0
je cours pour perdre du poids.,4,0,0,0,1
Bonne motivation,5,1,0,0,0
Il faut juste faire plus de fonctionnalités sur la partie communauté,4,0,0,1,0
Très bonne application.,5,1,0,0,0
Merci pour le dark mode,5,0,0,0,1
Encore une application qu'on ne peut pas supprimer du smartphone samsung... 100mb d'utilisé en plus dans la mémoire pour rien... 😕,1,1,0,0,0
Depuis qlq mois impossible de se connecte sur huawei,3,0,1,0,0
Applications agréable tout au long de la journée. Elle m'aide à me fixer des objectifs,4,1,0,0,1
POURQUOI ? Pourquoi avoir enlevé la mesure rapide de fréquence cardiaque 😭😭,3,0,0,1,0
super application ! on se prend vite au jeux,4,1,0,0,0
Impossible de ce connecter à l'application cercle bleu et vert en continu quand on rentre le compte Samsung,1,0,1,0,0
Application qui bugg depuis mise à jour,4,0,1,0,0
C'est quoi cette histoire d'accès à mon téléphone ? Trop louche et non transparent!,1,0,0,1,0
Très bien,5,1,0,0,0
Cette appli est géniale!,5,1,0,0,0
Parce que je vous refuse l'accès à mon téléphone et aux photos je ne peux pas avoir accès votre application Pourtant cela fait des années que je l'utilise sans problème Je suis très déçue 😞,2,1,0,1,0
nullllll,4,1,0,0,0
Bonne appli,3,1,0,0,0
Depuis la mise à jour du 6 août 2020j ai perdu route mes données cardiaque et de plus avant sa m' indiquait heure par heure mes pulsion cardiaque maintenant sa m indique que les plus base et plus enlever de la journée et que quand on fait des effort n est plus indiquer mon rythme cardiaque au repos heure par heure comme avant vraiment très dessus de la nouvelle version,2,0,1,1,0
l'app ne pas marcher en samsung galaxi s6 edge plus . pourquoi ?????,4,0,1,0,0
"Depuis la dernière MAJ, l'application me demande d'accéder aux fonctions téléphoniques (réceptions et appels indépendants de ma volonté). Je refuse absolument ce qui entraine une fermeture de l'application ! Si cela n'est pas supprimé d'urgence, je change d'application 👎",1,1,0,1,0
Bien,4,1,0,0,0
"Depuis la dernière mise à jour, je suis très déçue par la fonction sommeil: à mon réveil je constate que les heures de coucher et de réveil ne correspondent pas avec celles de la montre qui sont justes, de plus à mon réveil l'application me compte des pas, alors que je ne suis pas somnambule... Constatant ces dysfonctionnements depuis peu et vu la déception d'un grand nombre de personnes concernant l'intrusion à la vie privée, je décide de désinstaller.",1,1,1,0,0
L'application ne s'ouvre plus du tout...,3,0,1,0,0
ne compte pas tous les pas,2,0,1,0,0
Moyen mais peut dépanner,3,1,0,0,0
Cette nouvelle version est une vrai régression je suis completement déçue!!,1,0,0,0,1
N'est pas compatible avec trackeur d'activité d'autre marque et c'est illégale cela s'appelle une vente liée et ça fait ch..r,5,0,0,1,0
parfait,4,1,0,0,0
C' est mieux l' ancienne version,4,1,0,0,0
De nouveau la liaison avec Strava et MyfitnessPal fonctionne bien. Du coup c'est parfait.,5,1,0,0,1
Excellent,5,1,0,0,0
J'ai dejas utilisé cette application génial,5,1,0,0,0
Super application que j'utilise tous les jours pour voir le nombre de kilomètres parcourus et mesurer les pulsations,4,1,0,0,1
App très utile je recommande,4,1,0,0,0
Très bonne appli ... manque la liaison avec ma balance Withings ce qui me laisse franchement surpris compte tenu de la popularité des deux environments ... à quand une expérience Samsung+Withings digne de ce nom ?,4,1,0,1,0
Bien,5,1,0,0,0
Dernière utilisation le 09 octobre puis l'application a disparue de mon écran. Je pense que la dernière mise a jour en est la cause. Application pas vraiment nécessaire mais sympa.,3,1,1,0,0
Oui c'est bien,4,1,0,0,0
Très bonne,5,1,0,0,0
"Elle se met en pause quand le gps n'est pas reconnu donc tout le temps obligée de ""reptendre""",2,0,1,0,0
Impossible de désinstaller,1,0,1,0,0
Pas mal du tout !,5,1,0,0,0
cool,5,1,0,0,0
Au top sauf la synchro a strava trop longue obligé de faire des imports manuellement pour aller plus vite dommage donc 3 étoiles,3,1,0,1,0
Formidable,5,1,0,0,0
Cool,5,1,0,0,0
"Sympathique, je l'aime beaucoup mais pourrait-on ajouter le fonction spinning ?",5,1,0,1,0
Fabuleux,4,1,0,0,0
"Suite à un problème avec mon téléphone, On me l'a changé et depuis certaines applications ne se synchronisent plus avec ma montre. Réveil, marche sur tapis les pas et les calories ne sont pas calculés. baromètre et altimètre ne s'actualisent plus",3,0,1,0,0
"bonne appli, assez juste, plein de possibilités d'entraînements.",4,1,0,0,1
très bon application qui aide à faire plus activités,5,1,0,0,1
J'aime bien cette application comme ça elle peut nous dire combien a fait de mars de vélo et du Sport et plein d'autres aussi vous pouvez choisir,5,1,0,0,1
The best app ever I put my own salade and I lose 5% fat on one week,5,1,0,0,1
bonne application mais j'aurais aimé la fonction respiration et stress avec la watch comme avec l active puisque c'est la même application,3,1,0,1,0
Bonjour Samsung. Pouvez-vous épondre aux nombreuses critiques faites sur cette nouvelle version par les utilisateurs ? Prévoyez-vous des modifications ?,2,0,0,1,0
je suis tres satisfait de cette experience,5,1,0,0,0
Excellent j'adore.,5,1,0,0,0
Trop cool,5,1,0,0,0
Bien pour moi,3,1,0,0,0
"Deçu, pas de voix française Le nombre d'escaliers montés ne fonctionne pas",2,0,1,1,0
Ne sert a rien installation impossible,1,0,1,0,0
Nice app,5,1,0,0,0
"La nouvelle mise a jour a rendu l'application quasiment identique a l'application health de Nokia. Mais c'est une CATASTROPHE, surtout pour les personnes qui pratiquent plusieurs sports c'est beaucoup long pour voir ses statistiques, il y a moins d'elements sur la page d'accueil et ils sont beaucoup tros gros (en particulier le dispositif de suivi de pas, qui n'est toujours pas desactivable et beaucoup plus gros sur l'ecran). En bien evidemment impossible de revenir sur l'ancienne interface.",2,1,0,1,1
La mise à jour a mis l'assistant vocal en anglais et impossible de modifier la langue alors que mon appareil est en français... quelle catastrophe !!,1,1,1,0,0
Manque de précision sur les histogrammes,3,0,0,1,0
Depuis le 14 septembre 2020 mes pas ne sont plus comptabilises avec Samsung Health. Que se passe-t-il ? Jusqu'ici tout zllait bien et brusquement je n'ai plus cette fonction. Quelqu'un s'est-il trouve dans la meme situation? C'est rageant et frustrant.,1,1,1,0,0
Ne fonctionne pas sur mon téléphone Samsung j4+ Reçois un message accès refusé,1,0,1,0,0
"Il est vraiment très dommage que l'on ne puisse pas régler la longueur du pas. Lorsque je compare la distance parcourue avec une vraie appli de randonnée avec GPS, la différence est très flagrante.",2,0,0,1,0
Pourquoi n 'ouvrire pas dans le j3 pro,4,0,1,0,0
La plus complète des applications sports que j'ai pu tester et pourtant je viens de la pomme et j'aime trop cette application,5,1,0,0,0
j'adore,5,1,0,0,0
Mais pourquoi imposée la double authentification ?,1,0,0,1,0
Attention ⚠️ il faut avoir une montre Samsung pour utiliser toutes les fonctionnalités. Pourquoi ne pas accepter d'autres marques de montres connectées ?,3,0,0,1,1
Plus de synchronisation des activités depuis la dernière mise à jour 😑,1,0,1,0,0
Parfait,5,1,0,0,0
"Depuis que j'ai réinitialisé mon téléphone, j'ai perdu toutes les données, normal mais surtout impossible d'ouvrir l'application qui me me renvoi sur les paramètres où j'ai tout accordé et qui ne s'ouvre toujours pas. Pourquoi toujours vouloir changer quelque chose qui marche très bien,en quelque chose d'impossible à utiliser et nous pousser à télécharger au final une application bien plus simple ????",1,0,1,0,0
C'est un app qui aide bcp,4,1,0,0,0
"J'avais cette appli il y a longtemps. Je l'ai réinstallée sur mon nouveau téléphone au printemps, pas de souci. Mais j'avais dû la supprimer. Aujourd'hui, je la réinstalle, impossible de me connecter. Je me suis créé un nouveau compte avec une autre boîte mail mais ça ne marche toujours pas, l'appli mouline indéfiniment... NUL !!!",1,1,1,0,0
vraiment cool,5,1,0,0,0
"Jaime bien les défis, ont peut le faire avec un ami ca motive ...😉😉",5,0,0,0,1
"Belle application, il manque la possibilité de voir nos totaux annuel.",4,1,0,1,0
"Depuis une mise à jour, la courbe de poids ne s'affiche que pour une semaine. Cela n'a aucun intérêt. Une courbe de poids doit pouvoir se visualiser sur plusieurs mois, voir plusieurs années.",3,0,0,1,0
Mesures cardiaque ne marche pas souvent,3,0,1,0,0
"Très satisfait de l'application. Un irritant très mineur : si je marche 41 m. 59 s., il va comptabiliser 41 minutes pour la durée de la marche.",5,1,1,0,0
Bien. C'est dommage que l'application ne soit pas compatible avec n'importe quel montre connectée,4,1,0,1,0
"Bonne application mais samsung devrais surveiller les cheaters sur les 
défis proposé parce que faire 170000 pas ,en a peine 12 heures tout ça pour 
améliorer son classement. Je vois pas l'intérêt et surtout c'est vraiment 
demotivant pour ceux qui le font sérieusement",4,1,0,1,0
"""samsung health a besoin de l'autorisation pour passer et recevoir des appels téléphoniques"" Mon numéro de carte bleue et le cryptogramme aussi? Tiens et j'ajouterai ""allez vous faire foutre"", c'est gratis",1,0,0,1,0
"Bonne application mais malheureusement PAS DE POSSIBILITÉ D'INTEGRER L'APPAREIL DEXCOM G5 (DIABÈTE) DANS L'APPLICATION, ce qui serait très utile. Pourriez-vous le mettre en œuvre (synchroniser les données DEXCOM à Samsung Health) merci.",3,1,0,1,0
Top,4,1,0,0,0
bonne,5,1,0,0,0
L'application ne s'ouvre même pas ! Quand je me connecte il y a un chargement qui tourne à l'infini et ne s'ouvre pas c'est un scandale,1,0,1,0,0
Simple convivial indispensable,4,1,0,0,0
l'application beug j'arrive plus à rien,1,0,1,0,0
J'utilise cette application depuis des années et la depuis la mise à jour il faut donner les données du tel pour utiliser il est hors de question même si j'étais accro à l'application c'est inadmissibles pfff ça me dégoûte....,1,1,0,1,0
pour la marche à pied ne mesure pas bien les distance : indique 10km au lieu 8km par exemple. pert régulièrement la connexion avec le gps ce qui donne un tracé incomplet du parcours.... ceci avec un Galaxy s5,1,0,1,0,0
Good,5,1,0,0,0
Très belle application,5,1,0,0,0
Bien app,5,1,0,0,0
Miellieur application,5,1,0,0,0
"Je fais de la marche et j'aimais bien cette application. Seulement voilà, toutes mes séances mensuelles ont été supprimées. Seules ne restent que les 30 derniers jours. Vraiment pas cool.  Pendant qu'ils y sont, ils n'ont qu'à enlever tous les contacts. Seulement 3 étoiles.",3,1,0,1,1
"*À l'attention de l'équipe de développement de l'application Samsung Health.* J'aimais beaucoup l'application auparavant... Mais depuis la dernière mise à jour, je regrette fortement la disparition de la gestion du poids et la consommation quotidienne de caféine... Aussi, je suis moins fan des nouvelles couleurs... J'espère sincèrement revoir les 2 fonctionnalités citées ci-dessus lors de la prochaine mise à jour. Merci d'avance. Mame CAMARA",2,1,0,1,0
"Pourquoi avoir supprimé la gestion du poids ? Du coup, j'ai réinstallé une ancienne version...",1,0,0,1,0
👨‍👩‍👦‍👦 much,5,1,0,0,0
"Bien, manque l historique détaillé",4,1,0,1,0
Génial,5,1,0,0,0
cool,5,1,0,0,0
Super pratique et facile,5,1,0,0,0
Super pour mes rando.,5,1,0,0,0
nice,5,1,0,0,0
"J'ai utilisé cette appli pendant 3 ans j'ai adoré. Le fait de garder les stats pour toutes mes activités (ski de fonds, vélo, marche et course) était un plus. Jusqu'à ce qu'on me demande à la suite d'une mise à jour l'accès à ma ligne téléphonique...vraiment !!!??? J'ai tout désinstallé. Dommage.",1,1,0,1,1
Pourquoi le Spo2 ne marche pas sur le S9 plus il marchait très bien sur le S7 edge dommage,3,0,1,0,0
"Pourrait on rajouter le spinning dans le choix des exercices, svp?",4,0,0,1,0
Super,5,1,0,0,0
Encore beaucoup trop de bugs !,2,0,1,0,0
Elle ne fonctionne plus,1,0,1,0,0
Très bonne application. Un bémol pour le suivi de la glycémie,4,1,0,1,0
Excellent,5,1,0,0,0
Application au top qui fonctionne sans problème.,5,1,0,0,0
I enjoy this nice application,5,1,0,0,0
Impossible d ouvrir l appli sur mon Huawei mate 20 pro,1,0,1,0,0
"Bonne application, dommage que tout les plats ne sois pas identifier. Peut être rentrer comme concombre à la crème ou plein de plats que l'on pourrait rentrer nous même, même si dans l'instant présent ça nous met 0 kcal une étude pourra être faite pour savoir combien ça fait. Dans un futur proche tout les plats seront rentrer . Pour le someil un petit temps de retard par rapport à l'arrêt du téléphone et l'heure du coucher, de même pour le réveil d'ailleurs. Sinon application presque parfaite.",5,1,1,1,0
Nul tout à changer alors qu'au début c'était très bien. Impossible de retrouver randonnée et marche Nul nul nul,1,1,0,1,0
"Ne fonctionne plus depuis la mise a jour Android 12. Avant il fonctionné bien, plus maintenant. Il ne démarre plus et n'indique plus les pas..... Au lieu de faire simple ils nous complique la vie....",1,0,1,0,0
Il manque le suivi de la température corporelle,3,0,0,1,0
Toujours l'application ne fonctionne pas sur mon note 5,5,0,1,0,0
Une application généralement très bien,5,1,0,0,0
"Vraiment une très bonne application et la connection avec une montre est 
hyper facile, je recommande.",5,1,0,0,1
"super application, permet des challenges avec amis, je l'utilise pour mes sessions de course très fiable",5,1,0,0,1
ne compte pas les pas malgré haute définition gps donc je desinstalle et je réinstalle mais c est la dernière fois la prochaine désinstallation sera DEFINITIVE,3,0,1,0,0
Cette appli prends bien en compte les trajets et son système de défi permet de bien se motiver à marcher.,5,0,0,0,1
"Nul. Demande de mille autorisations, obligation de créer un compte, c'est quoi votre problème les développeurs ?",1,1,0,1,0
Super,5,1,0,0,0
"Une nouvelle version qui ne me convient plus du tout (gestion du poids,...) et qui se met à planter plusieurs fois par jour 😡 et à surconsommer 😡 ! Au point que mon Samsung A6 me conseille de desinstaller SHealth pour gagner en autonomie !!! Est-ce la fin de vie d'une application qui était pourtant si pratique et qui me motivait à garder des Samsung ?.... 😔 Et aucune réponse des développeurs !.... N'arrive même plus à la cheville de Google Fit qui le remplace avantageusement !",1,1,1,0,0
il Faudrai qu'on puisse rajouté nous même des aliments avec les infos nutritionnelles pour enrichir la base de donnée,4,0,0,1,0
"Ce compteur est pas fiable , en faisant la même distance il ne me donne jamais les mêmes chiffres",1,0,1,0,0
Je suis déçue de cette application car il ne comptabilise pas tous mes pas malgré que je ne sois pas en pause ! Je pense que je vais l'enlever...,2,1,1,0,0
Cool,4,1,0,0,0
Pas mal,4,1,0,0,0
Très bonne appli mais en ce qui concerne le suivi pour le sport et bien on le sort et il se met en pause automatique alors que il était bien en marche au moment où on le sort,2,1,1,0,0
c 'est un tres bonne application.,5,1,0,0,0
Ne fonctionne plus,1,0,1,0,0
trop d'annonçes...dommage,3,0,0,1,0
Fonctionne très mal et jamais quand on le souhaite,2,1,0,0,0
Top pour bouger en s'amusant,5,0,0,0,1
Très déçue par la suppression de la gestion du poids ! Je ne comprends pas pourquoi ce paramètre a été enlevé c'est surtout lui qui m'intéressait. Je vais peut-être me tourner vers une autre application. Et en plus maintenant la plupart des aliments affichent 0 calories. Ça devient du grand n'importe quoi !,1,1,0,1,0
"Je l utilise depuis un certain temps et j en suis content. Sa motive pour 
ce bouger. Relativement précis.",5,0,0,0,1
"Idem ! Depuis la mise à jour, c'est horrible ! Je désinstalle cette application sur le champ ! Très déçu de cette mise à jour inutile !",1,1,0,0,1
Bonne application et complète. Manque juste la possibilité de scanner les produits qu'on mange pour les trouver plus vite. Et il manque aussi la fonction recherche dans les favoris.,4,1,0,1,0
OK,5,1,0,0,0
Impossible d'ouvrir l'application depuis la dernière mise à jour Me demande de mettre à jour les paramètres et je ne vois pas où est le problème,1,0,1,0,0
Good,5,1,0,0,0
Je ne comprends pas juste avant la mise à jour de mon Samsung l'appli Samsung health disposait d'une coach parlant Francais depuis celle-ci parle en Anglais pourquoi ? Et il n'y a pas de possibilité de changer c'est anglais ou anglais .Désespérant.,2,1,1,0,0
parfait,5,1,0,0,0
"Une super application pour l'activité quotidienne. Je met 5 étoiles mais 
j'aurai aimé un relevé cardiaque avec la Gear sur routes les activités 
sportives. Pour ka Gear manque des choix d'activité. Sinon on s'occupe se 
rien la meilleure application sur Android.",5,1,0,1,1
Depuis nouvelle maj nul ne fonctionne plus et plus de mesur de poids,1,1,1,0,0
Je suis contente d'avoir cette application qui m'aide à prendre soin de moi.Cest 100 fois mieux qu'un coach personnalisé. Depuis que je l'utilise chaque mon bien être gagne en étoiles 😍😎🤩,5,1,0,0,1
Correct,3,1,0,0,0
"Depuis la mise à jour, impossible de me reconnecter avec le code envoyé par SMS pour la double vérification de sécurité. Comment puis-je faire ?",2,0,1,0,0
"Appli simple et fun pour un suivi sportif, juste un petit bugg avec la roulette de l IMC qui reste dans le orange alors que l IMC est normal.",4,1,1,0,0
Motivante,5,1,0,0,0
"La nouvelle M.à.J. a enlevé plusieurs fonctionnalités du tracking des repas, ainsi que plusieurs autres fonctions. -On ne peux plus voir les macronutriments -Les trois options de collations ont été mises en une -Nous ne pouvons toujours pas planifier nos repas à l'avance Je ne comprends pas pourquoi chaque nouvelle M.à.J. de cette application enlève des fonctionnalités. Elle devrait laisser plus d'options et de manoeuvrabilité, non en enlever!",1,0,0,1,0
super appli,5,1,0,0,0
motivation simplicité,5,0,0,0,1
Se déconnecte sans arrêt et sans raison: aucune fiabilité des données de marché enregistrées.,1,0,1,0,0
Très bonne application de suivi facile d'utilisation et pratique.,5,1,0,0,1
Bonne appli mais il manque un mode triathlon.,4,1,0,1,0
Très bien,5,1,0,0,0
Très belle application motivante. Mais juste peu mieux faire. En matière de qualité des offres. Et de gadgets,4,1,0,1,0
Application extraordinaire très efficace je fais toujours la marche pour atteindre le nombre de pays exigé.,5,1,0,0,1
excellent,5,1,0,0,0
"Nul. Depuis le S20 il n'y a plus de possibilité de prendre son rythme cardiaque avec Samsung Health, plus de capteur. Si c'est pour qu'on achète un accessoire alors c'est un mauvais calcul, je renvoie mon S20 !",1,1,0,1,0
J'adore! ☺,5,1,0,0,0
"J'aime cette application ,cependant elle pourrait étre plus interactive ..avec plus de défis du jour par exemple .. De plus les défis du mois ont les mêmes illusrtrations que l'an dernier ...un peu décevant.",4,1,0,1,1
Impossible de voir le parcour,2,0,1,0,0
"Application qui motive pour pratiquer un sport. Je marche en moyenne 1h/jour en plus ,je pratique la natation.",4,0,0,0,1
Bien mais perfectible,3,1,0,0,0
Je ne sais pas pourquoi mais l'application bloque au moment du lancement depuis quelques mois et ça énerve puis que j'avais pris un bon rythme puis rien n a voulu fonctionné Puis je avoir plus d'informations s'il vous plaît,1,0,1,0,0
Dommage que le suivie de caféine soit supprimé je retires des étoiles pour ça,3,1,0,1,0
Je peux courrir 10kms,5,0,0,0,1
"Nombres de pas biaisés depuis la dernière mise à jour. Bizarre pour le même trajet je fais moins de 2000 pas, resolvez le pb *galaxy s7",2,0,1,0,0
Super appli,5,1,0,0,0
"Ne fonctionne plus, ne compte pas me pas. j'ai été obligé de le desinstaler ,je ne trouve pas la panne j'ai changé d'application.",1,1,1,0,0
plus moyen d'avoir une version qui fonctionne sur le galaxy s9 pas de réponse des développeurs ... suis juste deg de ne plus pouvoir suivre l'évolution de mes progrès !!!,1,0,0,1,0
Bon pour votre santé. Toujours de beaux défits pour atteindre des scores élevés et vous permet de vous auto évaluer et de vous comparer avec d'autres utilisateurs. Merxi Samsung Health,5,1,0,0,1
Très déçu d avoir perdu le service poid C'est très dommage. Une MAJ régressive! Ne venez pas nous pondre une application payante pour remplacer. Je ne serai pas client !,1,1,0,1,0
super,5,1,0,0,0
Super motivation. ...,5,1,0,0,0
Très bonne application,4,1,0,0,0
"Sympa , motivant pour marcher plus chaque jours",4,0,0,0,1
Connexion Fitbit impossible :(,1,0,1,0,0
Très pratique,5,1,0,0,0
toooooooooop,5,1,0,0,0
Impossible à utiliser car exige de partager des données personnelles ce qui n etait pas le cas avant dommage,1,0,0,1,0
The best,5,1,0,0,0
Impossible de l ouvrir cause téléphone rooté. Ce n est pas le cas pourtant. Vite une mise à jour svp,2,0,1,0,0
"Bonjour, j'utilise régulièrement l'application et j'apprécie fortement l'utilisation de la fonction stress que je ne retrouve plus sur mon nouveau téléphone le s21+ y a-t-il une possibilité de pouvoir reprendre les mesures puls et oxygène avec ce téléphone ?",4,0,0,1,0
Très utile.,5,1,0,0,0
Le mellieur app,5,1,0,0,0
J'aime pas trop la nouvelle mise à jour psk je ne peux pas voir la courbe de poids en semaine ou bien mois,4,1,0,1,0
"La nouvelle VERSION (16/01/2021) retire beaucoup de chose en terme de présentation des résultats en particulier les moyennes par semaine et par mois. Nous nous retrouvons à voir uniquement les jours (sauf pour les activités sportives)! Résultat, je ne peux plus présenter à mon médecin ma glycémie ou l'évolution de mon poids au cours des derniers mois! Ancien com: super appli. il n y a que l'export qui soit assez pénible mis a part ça elle fait tout. j'aurais voulu que d'autre appli se rendent plus compatible avec elle.",3,1,0,1,1
"Depuis plus d'une semaine, impossible de voir mon type de sommeil par nuit . J'ai juste heure du couché et de mon lever. Avant mon sommeil était en graphique avec la durée du sommeil léger- profond - paradoxal. Pourtant je n'ai rien touché. Comment faire pour avoir comme avant ?? Merci",3,0,1,1,0
Bonne,5,1,0,0,0
Génial selon bémol on ne peut pas suivre les entraînements via la télé. Se Serait top d'avoir cette fonctionnalité,4,1,0,1,0
La gestion des repas/calories fonctionne bien et est intéressante. mais malheureusement la fonction de comptage de pas s arrête sans qu on sache pourquoi alors que j en bien besoin pour mesurer la dépense calorique. Vraiment dommage je désinstalle et je vais en chercher une autre,2,1,1,0,0
"Impossible de se connecter, même avec des comptes et mdp corrects. L'application lance la page de connexion indéfiniment quand on essaye de se connecter.",1,0,1,0,0
Satisfait par l'application elle même ... Mais devenue trop gourmande en énergie en tâche de fond. Je désinstalle avec regret,5,1,0,1,0
L'interface est moins sympa. On ne peut plus avoir en accès rapide ses sports préférés. Le lien vers les méthodes de respiration ne fonctionne pas,3,0,1,1,0
👍🏻👍🏻👍🏻,5,1,0,0,0
magnifique,5,1,0,0,0
très facile et ludique elle incite a prendre sa santé en mains,4,1,0,0,1
"Avec la mise à jour perte des données d'entraînement au delà de 30 jours. Tous les entraînements, traces GPS, performances sont perdus.",1,0,1,0,0
"Beaucoup de bug. Je pars en randonnée, je lance l'entraînement, je remplis les objectifs... et je regarde le nombre de pas ''zéro''. Obligé de redémarrer mon portable Samsung et ça repars. Marre car je ne peux jamais gagner les challenges si à chaque fois mes pas ne sont pas comptés.",1,0,1,0,0
"Depuis la dernière maj impossible d'avoir l'analyse du sommeil. Ça marque juste : '' avez vous bien dormi de....à... H? '' ça fait plus de 3 semaines ( 25 février). Très mécontente car j'en ai vraiment besoin comme beaucoup d'autres commentaires faites une maj, réagissez svp. Merci",1,0,0,1,0
Pas très juste exemple :ce jour j'ai marché 3h et l'application me dit que j'ai marché 45 minutes !!!!,1,0,1,0,0
Simple et pratique,5,1,0,0,0
Ne se lance plus .écran blanc qui tourne sans cesse.android 10 Solution lancée sans se connecter et après dans menu rajouter son compte...,3,0,1,0,0
Déçue Depuis la dernière mise à jour l application ne fonctionne plus malgré que je l ai desinstallé et réinstallée,2,1,1,0,0
La gestion du poids était la partie la plus intéressante de cette appli. Elle a été malheureusement supprimée avec la dernière mise à jour du logiciel. Vraiment dommage...,1,1,0,1,0
"Génial, un vrai plaisir d'y aller chaque jours et de voir ma progression 
aussi bien en terme de nutrition que tout ce qui concerne le sport.",5,1,0,0,1
Super application pour le sport je la recommande vivement merci.,5,1,0,0,1
Très bien situé,5,1,0,0,0
"C'est une application génial très bien conçu ne changer rien, il manque 
juste un bouton pour calculer ça pression artérielle ..",4,1,0,1,0
"Je suis satisfait par l'ancienne version. Mais depuis la mise à jour de janvier 2021, je n'arrive plus à obtenir les mêmes renseignements sur la marche la course à pied. Je vais rejeter cette application comme beaucoup d'utilisateurs et trouver une application conccurente. Si vous remettez l'ancienne version, je la recharge. Sinon tchao.",5,1,0,1,0
Je ne suis plus capable d'ouvrir l'application Samsung elle me dit que je ne suis plus connecté je me suis reconnecter sur le compte Samsung et ça ne fonctionne pas plus,2,0,1,0,0
Intéressant,5,1,0,0,0
"Je n arrive pas a voir combien de temps j'ai marché . Je vois juste les 
calories et les pas et rien d autre",3,0,1,0,0
"une application qui vous encourage à être plus actif. Merci aux developpeurs,",5,0,0,0,1
"Superbe application, très complète et utile au quotidien tout comme pour les sportifs, je ne m'en passe plus",5,1,0,0,1
La dernière version ne permet plus de mesurer le rythme cardiaque. J'ai dû télécharger une autre application et reporter la donnée dans les données personnelles de Samsung,3,0,0,1,0
On nous a enlevés la fonction de saturation d'oxygène au Canada. Samsung me répond que cette fonction n'est plus disponible ici. Faut croire qu'on achète un téléphone en haut de 1000$ pour certaines features et on nous les enlève en claquant des doigts. J'ai été chercher le apk de l'ancienne version sur Google. Vraiment insatisfait de votre part.,1,1,0,1,0
"Le calcul de pas n'est pas fiable, même si l'application est arrêtée, les 
pas s'accumulent et même lorsque qu'on est dans un véhicule !?!?",3,0,1,0,0
très bonne application pour l'encouragement à la pratique du sport,5,1,0,0,1
Pouvez vous remettre la fonctionnalité de gestion du poids svp?,1,0,0,1,0
Tres bien,4,1,0,0,0
"Elle est bien dans l'ensemble. Mais dans les activités, ce serait bien de rajouter l'équitation. Car oui c'est un sport, et quand je monte je dois avoir mon téléphone sur moi. Ma montre ne suffit plus",3,1,0,1,0
nul,5,1,0,0,0
Les pas ne sont plus comptés...,3,0,1,0,0
Génial pour la vie,5,1,0,0,0
Fantastique! Je fais de l'exercice depuis que j'ai commencé avec l'app...,5,1,0,0,1
Cool,5,1,0,0,0
